Url,Status code,Status name,Fetch Time
http://www.revenue.alabama.gov/b-e-s-t/,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/division/collections/,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/division/individual-corporate/,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/division/motor-vehicle/,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/division/property-tax/,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/legal/about-taxpayer-advocacy/,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/legal/bankruptcy-section/,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/16schw2blk.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/17schw2blk.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/18schw2blk.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/19schw2blk.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/20schw2blk.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/2725-A.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/A4_201403.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/A4_201602_sp.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/AL8379_1112-1.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/AL8379instr_1112-1.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/AllocationSchedule.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/BA-RS210_14.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/BF1.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/BL-PR-2.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/BL_RI.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/BL_RJ.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/BL_RP.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/FA4MS9_19-1.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/INT4.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/INV_37283-1.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/IT_FA4_04_05.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/MV-IRP-C-2-19-1-21.qxp_.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/NR-AF1.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
http://www.revenue.alabama.gov/wp-content/uploads/2021/10/NR-AF2.pdf,1,db_unfetched,Tue Aug 20 15:58:27 EDT 2024
